Bab;Padişah Dönemi;Kişi;Sosyal Grup;İlişki Ağı (Genelde Kadınlar);NA Aile ilişkisi;NA Aile İlişkisi;NA Gelecek Nesil;Cinsiyet;Karar(Direkt);Karar (dolaylı);Etken Aktör;Sıfat-Söylem;Sıfat Değeri;Bizden;Öteki;Yaş;Ölüm Nedeni;;;;;;;;;;;;;;;
129;Mehmed II;Sinan;Sancakbegi;;Elvan beg oğlu;;;Erkek;n/a;n/a;n/a;;;Evet;;;;;;;;;;;;;;;;;;
130;Mehmed II;Kral;Kral;;;;;Erkek;n/a;n/a;n/a;;;-;;;;;;;;;;;;;;;;;;
130;Mehmed II;Mahmud;Paşa;;;;;Erkek;n/a;n/a;n/a;;;Evet;;;;;;;;;;;;;;;;;;
131;Mehmed II;Firenk;Padişah;;;;;Erkek;n/a;n/a;n/a;;;;;;;;;;;;;;;;;;;;;
131;Mehmed II;Mahmud;Paşa;;;;;Erkek;n/a;n/a;n/a;;;Evet;;;;;;;;;;;;;;;;;;
131;Mehmed II;İsmail;Beg;;İsfediyaroğlu;;;Erkek;n/a;n/a;n/a;;;Evet;;;;;;;;;;;;;;;;;;
132;Mehmed II;Mahmud;Paşa;;;;;Erkek;n/a;n/a;n/a;;;Evet;;;;;;;;;;;;;;;;;;
132;Mehmed II;İsmail;Beg;;İsfediyaroğlu;;;Erkek;n/a;n/a;n/a;;;Evet;;;;;;;;;;;;;;;;;;
132;Mehmed II;Hasan;Beg;;İsmail Beg Oğlu;;;Erkek;n/a;n/a;n/a;;;Evet;;;;;;;;;;;;;;;;;;
132;Mehmed II;Ahmed;;;ismail Beg Kardeşi;;;Erkek;n/a;n/a;n/a;Kızıl;;Evet;;;;;;;;;;;;;;;;;;
133;Mehmed II;İsmail;Beg;;İsfediyaroğlu;;;Erkek;n/a;n/a;n/a;;;Evet;;;;;;;;;;;;;;;;;;
134;Mehmed II;Hüseyin;Beg;;;;;Erkek;n/a;n/a;n/a;;;Evet;;;;;;;;;;;;;;;;;;
134;Mehmed II;Hasan;Beg;;;;;Erkek;n/a;n/a;n/a;Uzun;;Evet;;;;;;;;;;;;;;;;;;
134;Mehmed II;Hamza;Beg;;;;;Erkek;n/a;n/a;n/a;Paşa;;Evet;;;;;;;;;;;;;;;;;;
135;Mehmed II;Hasan;Beg;;;;;Erkek;n/a;n/a;n/a;Uzun;;Evet;;;;;;;;;;;;;;;;;;
135;Mehmed II;Hasan;Şeyh;;;;;Erkek;n/a;n/a;n/a;-;;;;;;;;;;;;;;;;;;;;
135;Mehmed II;Anne;;;Kürt Hasan Annesi;;;Kadın;n/a;n/a;n/a;;;;;;;;;;;;;;;;;;;;;
135;Mehmed II;Sara;;;Uzun Hasan Annesi;;;Kadın;n/a;n/a;n/a;;;;;;;;;;;;;;;;;;;;;
135;Mehmed II;Ahmed;;;ismail Beg Kardeşi;;;Erkek;n/a;n/a;n/a;Kızıl;;Evet;;;;;;;;;;;;;;;;;;
136;Mehmed II;İshak Paşa;Vezir;;;;;Erkek;n/a;n/a;n/a;n/a;Olumlu;Evet;;;;;;;;;;;;;;;;;;
136;Mehmed II;;Ilçi;;;;;Erkek;n/a;n/a;n/a;;;;;;;;;;;;;;;;;;;;;
136;Mehmed II;Hamza Paşa;Uçbegi;;;;;Erkek;n/a;n/a;n/a;Çakırcıbaşı;;;;;;;;;;;;;;;;;;;;
136;Mehmed II;Kazıklı Voyvoda;Beg;;;;;Erkek;n/a;n/a;n/a;;Olumsuz;-;;;;;;;;;;;;;;;;;;
137;Mehmed II;Kazıklı Voyvoda;Beg;;;;;Erkek;n/a;n/a;n/a;;Olumsuz;-;;;;;;;;;;;;;;;;;;
138;Mehmed II;Mahmud;Vezir;;;;;Erkek;n/a;n/a;n/a;Paşa;;Evet;;;;;;;;;;;;;;;;;;
139;Mehmed II;;Kral;;;;;Erkek;n/a;n/a;n/a;;Olumsuz;-;;;;;;;;;;;;;;;;;;
139;Mehmed II;;Vezir;;;;;Erkek;n/a;n/a;n/a;;Olumsuz;-;;;;;;;;;;;;;;;;;;
140;Mehmed II;İshak;Şehzade;;;;;Erkek;n/a;n/a;n/a;Bey;-;-;;;;;;;;;;;;;;;;;;
140;Mehmed II;Ahmed;Şehzade;;;;;Erkek;;;;Pir;-;-;;;;;;;;;;;;;;;;;;
140;Mehmed II;Hasan;Beg;;;;;Erkek;n/a;n/a;n/a;Uzun;;Evet;;;;;;;;;;;;;;;;;;
140;Mehmed II;Ahmed;;;ismail Beg Kardeşi;;;Erkek;n/a;n/a;n/a;Kızıl;;Evet;;;;;;;;;;;;;;;;;;
140;Mehmed II;Ahmed;Seyfiye;;Selver Çavuş;;;Erkek;;;;Çavuşbaşı;;;;;;;;;;;;;;;;;;;;
140;Mehmed II;Hamza;SancakBeg;;;;;Erkek;;;;Köse;-;Evet;;;;;;;;;;;;;;;;;;
141;Mehmed II;Akıncılar;Seyfiye;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
141;Mehmed II;;Bazı Begler;;;;;Erkek;;;;;;-;;;;;;;;;;;;;;;;;;
142;Mehmed II;Şehsuvar;;;;;;Erkek;;;;;;-;;;;;;;;;;;;;;;;;;
142;Mehmed II;Ali;Beg;;;;;Erkek;;;;;;-;;;;;;;;;;;;;;;;;;
142;Mehmed II;Hasan;Beg;;;;;Erkek;n/a;n/a;n/a;Yılan;Olumsuz;-;;;;;;;;;;;;;;;;;;
142;Mehmed II;Mahmud;Vezir;;;;;Erkek;n/a;n/a;n/a;Paşa;;Evet;;;;;;;;;;;;;;;;;;
142;Mehmed II;;Vezir;;;;;Erkek;;;;;Olumsuz;-;;;;;;;;;;;;;;;;;;
142;Mehmed II;Mevlana;Hünkar;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
142;Mehmed II;Emir;Çelebi;;Mevlana Oğlu;;;Erkek;;;;Emir;;;;;;;;;;;;;;;;;;;;
142;Mehmed II;Mevlana;Kazasker;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
143;Mehmed II;Mahmud;Vezir;;;;;Erkek;n/a;n/a;n/a;Paşa;;Evet;;;;;;;;;;;;;;;;;;
144;Mehmed II;Mehmet;Vezir;;;;;Erkek;;;;;Olumsuz;Evet;;;;;;;;;;;;;;;;;;
144;Mehmed II;Uyuz Bey;Beg;;;;;;;;;Uyuz;;-;;;;;;;;;;;;;;;;;;
145;Mehmed II;İshak;Şehzade;;;;;Erkek;n/a;n/a;n/a;Bey;-;-;;;;;;;;;;;;;;;;;;
145;Mehmed II;Hasan;Beg;;;;;Erkek;n/a;n/a;n/a;Yılan;Olumsuz;-;;;;;;;;;;;;;;;;;;
146;Mehmed II;Mehmet;Vezir;;;;;Erkek;;;;;Olumsuz;Evet;;;;;;;;;;;;;;;;;;
146;Mehmed II;;;Rum Mehmet Zevcesi;Alanya Beyi Kızkardeşi;;;Kadın;;;;;;-;;;;;;;;;;;;;;;;;;
146;Mehmed II;Ahmed;Vezir;;;;;Erkek;;;;Gedik;;Evet;;;;;;;;;;;;;;;;;;
146;Mehmed II;Arslan;Beg;;Lütfü Beyin oğlu;;;Erkek;;;;Kılıç;;;;;;;;;;;;;;;;;;;;
147;Mehmed II;Hasan;Beg;;;;;Erkek;n/a;n/a;n/a;Yılan;Olumsuz;-;;;;;;;;;;;;;;;;;;
147;Mehmed II;Ahmed;Vezir;;;;;Erkek;;;;Gedik;Olumlu;Evet;;;;;;;;;;;;;;;;;;
147;Mehmed II;İshak;Şehzade;;;;;Erkek;n/a;n/a;n/a;Bey;-;-;;;;;;;;;;;;;;;;;;
147;Mehmed II;Ahmed;Şehzade;;;;;Erkek;;;;Pir;-;-;;;;;;;;;;;;;;;;;;
147;Mehmed II;Kasım;Beg;;;;;Erkek;;;;;;-;;;;;;;;;;;;;;;;;;
148;Mehmed II;Hasan;Beg;;;;;Erkek;n/a;n/a;n/a;Yılan;Olumsuz;-;;;;;;;;;;;;;;;;;;
148;Mehmed II;Kasım;Beg;;;;;Erkek;;;;;;-;;;;;;;;;;;;;;;;;;
148;Mehmed II;Hamza;Beg;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
148;Mehmed II;Mahmud;Vezir;;;;;Erkek;n/a;n/a;n/a;Paşa;;Evet;;;;;;;;;;;;;;;;;;
148;Mehmed II;Mirza;Beg;;;;;Erkek;;;;Yusufça;;-;;;;;;;;;;;;;;;;;;
148;Mehmed II;Hasan;Beg;;;;;Erkek;n/a;n/a;n/a;Yılan;Olumsuz;-;;;;;;;;;;;;;;;;;;
149;Mehmed II;Kasım;Beg;;;;;Erkek;;;;;;-;;;;;;;;;;;;;;;;;;
149;Mehmed II;Mahmud;Vezir;;;;;Erkek;n/a;n/a;n/a;Paşa;;Evet;;;;;;;;;;;;;;;;;;
149;Mehmed II;Ahmed;Vezir;;;;;Erkek;;;;Gedik;Olumlu;Evet;;;;;;;;;;;;;;;;;;
149;Mehmed II;Mustafa;Paşa;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
149;Mehmed II;Ali;Bey;;Mihal Oğlu;;;Erkek;;;;;;-;;;;;;;;;;;;;;;;;;
149;Mehmed II;Bayezid II;Şehzade;;Mehmed 2 Oğlu;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
149;Mehmed II;Mustafa;Şehzade;;Mehmed 2 Oğlu;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
149;Mehmed II;Murad II;Paşa;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
149;Mehmed II;Ömer;Beg;;Turhan Bey oğlu;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
149;Mehmed II;Hacı;Beg;;;;;Erkek;;;;Hacı;Olumlu;Evet;;;;;;;;;;;;;;;;;;
149;Mehmed II;Ahmed;Paşa;;Fenarioğlu;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
150;Mehmed II;Hasan;Beg;;;;;Erkek;n/a;n/a;n/a;Yılan;Olumsuz;-;;;;;;;;;;;;;;;;;;
150;Mehmed II;Ali;Bey;;Mihal Oğlu;;;Erkek;;;;;;-;;;;;;;;;;;;;;;;;;
150;Mehmed II;Bayezid II;Şehzade;;Mehmed 2 Oğlu;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
150;Mehmed II;Mustafa;Şehzade;;Mehmed 2 Oğlu;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
150;Mehmed II;Zeynel;Şehzade;;Uzun Hasan Oğlu;;;Erkek;;;;;Olumsuz;-;;;;;;;;;;;;;;;;;;
150;Mehmed II;Mehmed;Şehzade;;Uzun Hasan Oğlu;;;Erkek;;;;;Olumsuz;-;;;;;;;;;;;;;;;;;;
150;Mehmed II;Ahmed;Beg;;;;;Erkek;;;;Paşa;;;;;;;;;;;;;;;;;;;;
150;Mehmed II;Timur;Sultan;;;;;;;;;Emir;;-;;;;;;;;;;;;;;;;;;
150;Mehmed II;Hasan;Beg;;;;;Erkek;n/a;n/a;n/a;Yılan;Olumsuz;-;;;;;;;;;;;;;;;;;;
151;Mehmed II;Ahmed;Vezir;;;;;Erkek;;;;Gedik;Olumlu;Evet;;;;;;;;;;;;;;;;;;
151;Mehmed II;;Gaziler;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
151;Mehmed II;Kafirler;Kafir;;;;;;;;;;Olumsuz;-;;;;;;;;;;;;;;;;;;
152;Mehmed II;Kafirler;Beg;;;;;Erkek;;;;;Olumsuz;-;;;;;;;;;;;;;;;;;;
152;Mehmed II;;Tekfur;;;;;Erkek;;;;;Olumsuz;-;;;;;;;;;;;;;;;;;;
153;Mehmed II;Kafirler;Kafir;;;;;;;;;;Olumsuz;-;;;;;;;;;;;;;;;;;;
154;Mehmed II;Ahmed;Vezir;;;;;Erkek;;;;Gedik;;Evet;;;;;;;;;;;;;;;;;;
156;Bayezid II;Bayezid II;Sultan;;Mehmed 2 Oğlu;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
156;Bayezid II;Cem Sultan;Sultan;;Mehmed 2 Oğlu;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
156;Bayezid II;Mustafa;Vezir;;;;;Erkek;;;;Keklik;Olumlu;Evet;;;;;;;;;;;;;;;;;;
157;Bayezid II;Bayezid II;Sultan;;Mehmed 2 Oğlu;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
157;Bayezid II;Cem Sultan;Sultan;;Mehmed 2 Oğlu;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
158;Bayezid II;Bayezid II;Sultan;;Mehmed 2 Oğlu;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
158;Bayezid II;Cem Sultan;Sultan;;Mehmed 2 Oğlu;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
158;Bayezid II;Selçuk;Hatun;;;;;Kadın;;;;;;-;;;;;;;;;;;;;;;;;;
158;Bayezid II;Şükrullah;Mevlana;;;;;Erkek;;;;;;;;;;;;;;;;;;;;;;;;
159;Bayezid II;Cem Sultan;Sultan;;Mehmed 2 Oğlu;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
159;Bayezid II;Bayezid II;Sultan;;Mehmed 2 Oğlu;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
159;Bayezid II;Ahmed;Vezir;;;;;Erkek;;;;Gedik;Olumlu;Evet;;;;;;;;;;;;;;;;;;
159;Bayezid II;Kasım;Beg;;;;;Erkek;;;;;;-;;;;;;;;;;;;;;;;;;
160;Bayezid II;Korkut;Şehzade;;Bayezid 2 Oğlu;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
160;Bayezid II;Şahinşah;Şehzade;;Bayezid 2 Oğlu;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
162;Bayezid II;Osman Gazi;Padişah;;Süleyman Torunu;;;Erkek;;;;Gazi;Olumlu;Evet;;;;;;;;;;;;;;;;;;
162;Bayezid II;Süleyman;Beg;;;;;Erkek;;;;Şah;Olumlu;Evet;;;;;;;;;;;;;;;;;;
162;Bayezid II;Ramazan;;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
162;Bayezid II;Timur;;;;;;Erkek;;;;Kuş;Olumlu;Evet;;;;;;;;;;;;;;;;;;
163;Bayezid II;Timur;;;;;;Erkek;;;;Kuş;Olumlu;Evet;;;;;;;;;;;;;;;;;;
164;Bayezid II;;Beg;;;;;Erkek;;;;;Olumsuz;-;;;;;;;;;;;;;;;;;;
164;Bayezid II;Ali;Bey;;Mihal Oğlu;;;Erkek;;;;;;-;;;;;;;;;;;;;;;;;;
166;Bayezid II;Hayreddin;Vezir;;;;;Erkek;;;;Paşa;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Ali;Vezir;;;;;Erkek;;;;Paşa;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Hasan Çelebi;Paşa;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;İbrahim Çelebi;Paşa;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Bayezid II;Paşa;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Çandarlı Halil;Paşa;;;;;Erkek;;;;Hacı;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Karaca;Paşa;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;İvaz;Paşa;;;;;Erkek;;;;Hacı;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Mehmed;Paşa;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Fazlullah;Paşa;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Sarıca;Paşa;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;İshak;Paşa;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Şahin;Paşa;;;;;Erkek;;;;Kula;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Kasım;Paşa;;Tuturmezik oğlu;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Zağanos;Paşa;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Kemal;Paşa;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Ahmed;Paşa;;Veliyyüddin Oğlu;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Mustafa;Paşa;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Ahmed;Vezir;;;;;Erkek;;;;Gedik;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Mahmud;Vezir;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Mesih;Paşa;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Fayik;Paşa;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;İbrahim;Nişancı;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Mehmed;Vezir;;;;;Erkek;;;;Rum;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Yakub;Paşa;;;;;Erkek;;;;Hakim;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Sinan;Paşa;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Kasım;Paşa;;;;;Erkek;;;;Cezeri;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Davud;Paşa;;;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Mehmed;Paşa;;Hızırağa oğlu;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
166;Bayezid II;Ahmed;Paşa;;Fenarioğlu;;;Erkek;;;;;Olumlu;Evet;;;;;;;;;;;;;;;;;;
169;Osman Gazi;Osmân Gazi Han;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
169;Orhan Gazi;Orhan-ı Gazi ;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
169;Murad I;Murad I;Hanedan;;;;;Erkek;;;;gazi hünkar ;Nötr;Evet;;;;;;;;;;;;;;;;;;
169;Bayezid I;Bayezid I;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
169;Mehmed I;Mehmed I;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
169;Murad II;Fazlullah Paşa;Paşa;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
169;Murad II;Mevlânâ Yigan;-;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
169;Murad II;Çandarlı Halil;Paşa;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
170;Bayezid I;Yıldurum Hündkâr;Hanedan;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
170;Bayezid I;Temür;Hanedan;;;;;Erkek;;;;bedbaht;Olumsuz;Hayır;;;;;;;;;;;;;;;;;;
170;Bayezid I;Sultân Ahmed;Hanedan;;;;;Erkek;;;;;;Evet;;;Telef;;;;;;;;;;;;;;;
170;Bayezid I;İmirza Şâh;Hanedan;;;;;Erkek;;;;Horasan padişahı;Nötr;Hayır;;;;;;;;;;;;;;;;;;
170;Bayezid I;Karamanoglı İbrâhîm Beg;Beg;;;;;Erkek;;;;;;Hayır;;;;;;;;;;;;;;;;;;
170;Ertuğrul Gazi;Baba İlyâs Dîvane;Ulema;;;;;Erkek;;;;;;Evet;;;;;;;;;;;;;;;;;;
170;Ertuğrul Gazi;Baba İlyâs Dîvane;Ulema;;;;;Erkek;;;;Baba İlyas'ın halifesi;Nötr;Evet;;;;;;;;;;;;;;;;;;
170;Ertuğrul Gazi;Baba İlyâs Dîvane;Ulema;;;;;Erkek;;;;duası makbul;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Ertuğrul Gazi;Baba İlyâs Dîvane;Ulema;;;;;Erkek;;;;aziz;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Ertuğrul Gazi;Baba İlyâs Dîvane;Ulema;;;;;Erkek;;;;kerameti zahir;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Ertuğrul Gazi;Baba İlyâs Dîvane;Ulema;;;;;Erkek;;;;duası müstecab;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Ertuğrul Gazi;Koçum Seydî;Ulema;;;;;Erkek;;;;duası makbul;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Ertuğrul Gazi;Koçum Seydî;Ulema;;;;;Erkek;;;;aziz;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Ertuğrul Gazi;Koçum Seydî;Ulema;;;;;Erkek;;;;kerameti zahir;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Ertuğrul Gazi;Koçum Seydî;Ulema;;;;;Erkek;;;;duası müstecab;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Osman Gazi;Tursun Fakı;Ulema;;;;;Erkek;;;;duası makbul;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Osman Gazi;Tursun Fakı;Ulema;;;;;Erkek;;;;aziz;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Osman Gazi;Tursun Fakı;Ulema;;;;;Erkek;;;;kerameti zahir;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Osman Gazi;Tursun Fakı;Ulema;;;;;Erkek;;;;duası müstecab;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Osman Gazi;Baba Muhlis;Ulema;;;;;Erkek;;;;duası makbul;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Osman Gazi;Baba Muhlis;Ulema;;;;;Erkek;;;;aziz;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Osman Gazi;Baba Muhlis;Ulema;;;;;Erkek;;;;kerameti zahir;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Osman Gazi;Baba Muhlis;Ulema;;;;;Erkek;;;;duası müstecab;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Osman Gazi;Edebalı;Ulema;;Osman Gazi'nin kayın atası;;;Erkek;;;;duası makbul;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Osman Gazi;Edebalı;Ulema;;Osman Gazi'nin kayın atası;;;Erkek;;;;aziz;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Osman Gazi;Edebalı;Ulema;;Osman Gazi'nin kayın atası;;;Erkek;;;;kerameti zahir;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Osman Gazi;Edebalı;Ulema;;Osman Gazi'nin kayın atası;;;Erkek;;;;duası müstecab;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Orhan Gazi;Dâvud-ı Kayserî;Ulema;;;;;Erkek;;;;duası makbul;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Orhan Gazi;Dâvud-ı Kayserî;Ulema;;;;;Erkek;;;;aziz;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Orhan Gazi;Dâvud-ı Kayserî;Ulema;;;;;Erkek;;;;kerameti zahir;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Orhan Gazi;Dâvud-ı Kayserî;Ulema;;;;;Erkek;;;;duası müstecab;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Orhan Gazi;Tâceddîn-i Kürdî;Ulema;;;;;Erkek;;;;duası makbul;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Orhan Gazi;Tâceddîn-i Kürdî;Ulema;;;;;Erkek;;;;aziz;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Orhan Gazi;Tâceddîn-i Kürdî;Ulema;;;;;Erkek;;;;kerameti zahir;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Orhan Gazi;Tâceddîn-i Kürdî;Ulema;;;;;Erkek;;;;duası müstecab;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Âşık Paşam;Ulema;;;;;Erkek;;;;duası makbul;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Âşık Paşam;Ulema;;;;;Erkek;;;;aziz;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Âşık Paşam;Ulema;;;;;Erkek;;;;kerameti zahir;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Âşık Paşam;Ulema;;;;;Erkek;;;;duası müstecab;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Giyüklü Baba;Ulema;;;;;Erkek;;;;duası makbul;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Giyüklü Baba;Ulema;;;;;Erkek;;;;aziz;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Giyüklü Baba;Ulema;;;;;Erkek;;;;kerameti zahir;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Giyüklü Baba;Ulema;;;;;Erkek;;;;duası müstecab;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Yûnus Emre;Ulema;;;;;Erkek;;;;duası makbul;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Yûnus Emre;Ulema;;;;;Erkek;;;;aziz;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Yûnus Emre;Ulema;;;;;Erkek;;;;kerameti zahir;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Yûnus Emre;Ulema;;;;;Erkek;;;;duası müstecab;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Şeyh Tapduk Emre;Ulema;;;;;Erkek;;;;duası makbul;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Şeyh Tapduk Emre;Ulema;;;;;Erkek;;;;aziz;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Şeyh Tapduk Emre;Ulema;;;;;Erkek;;;;kerameti zahir;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Şeyh Tapduk Emre;Ulema;;;;;Erkek;;;;duası müstecab;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Ahı Evren;Ulema;;;;;Erkek;;;;duası makbul;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Ahı Evren;Ulema;;;;;Erkek;;;;aziz;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Ahı Evren;Ulema;;;;;Erkek;;;;kerameti zahir;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Ahı Evren;Ulema;;;;;Erkek;;;;duası müstecab;Olumlu;Evet;;;;;;;;;;;;;;;;;;
170;Murad I;Karaca Ahmed Sultân;Ulema;;;;;Erkek;;;;duası makbul;Olumlu;Evet;;;;;;;;;;;;;;;;;;
